"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Active__c","LLC_BI__Advance_Rate__c","LLC_BI__Collateral_Code__c","LLC_BI__Condo_PUD__c","LLC_BI__Expire_Date__c","LLC_BI__Field_Set__c","LLC_BI__Manufactured_Home__c","LLC_BI__Regulatory_Rate__c","LLC_BI__Start_Date__c","LLC_BI__Subtype__c","LLC_BI__Type__c","LLC_BI__Icon_Background_Color__c","LLC_BI__Icon_Color__c","LLC_BI__Icon_Type__c","LLC_BI__Screen__c","LLC_BI__lookupKey__c","LLC_BI__Collateral_Configuration__c","LLC_BI__Highest_Type__c","LLC_BI__Is_Complex__c","LLC_BI__Parent_Type__c","LLC_BI__Valuation_Source__c","LLC_BI__Valuation_Type__c","LLC_BI__Auto_Update_Collateral_Value__c","LLC_BI__Primary_Valuation_Sources__c","LLC_BI__Valuation_Field_Set__c","nPortal__OA_Collateral_Image__c","LLC_BI__Category__c","LLC_BI__Leasing_Screen__c","LLC_BI__Group_Type__c","nPortal__OA_Collateral_Name__c","nPortal__OA_Collateral_Type_Display_Field_Set__c","nPortal__OA_Collateral_Type_Screen__c"
"a1xbn000001Y6tnAAC","005bn000003k2JdAAI","","Possessory-Securities","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Securities","Possessory","85BE40","fff","custom/custom17","a2Gbn000000hccAEAQ","a1xbn000001Y6uTAAS","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6toAAC","005bn000003k2JdAAI","","Possessory-Note/Instrument","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Note/Instrument","Possessory","85BE40","fff","custom/custom17","a2Gbn000000hccBEAQ","a1xbn000001Y6uQAAS","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6tpAAC","005bn000003k2JdAAI","","Possessory-Receipts/Bills","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Receipts/Bills","Possessory","85BE40","fff","custom/custom17","a2Gbn000000hccCEAQ","a1xbn000001Y6uVAAS","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6tqAAC","005bn000003k2JdAAI","","Possessory-Letter of Credit","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Letter of Credit","Possessory","85BE40","fff","custom/custom17","a2Gbn000000hccDEAQ","a1xbn000001Y6uWAAS","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6trAAC","005bn000003k2JdAAI","","Possessory-Other Possessory","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Other Possessory","Possessory","85BE40","fff","custom/custom17","a2Gbn000000hccCEAQ","a1xbn000001Y6uUAAS","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6tsAAC","005bn000003k2JdAAI","","Possessory-Life Insurance","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Life Insurance","Possessory","85BE40","fff","custom/custom17","a2Gbn000000hccEEAQ","a1xbn000001Y6uYAAS","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6ttAAC","005bn000003k2JdAAI","","UCC-Inventory","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Inventory","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6uZAAS","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6tuAAC","005bn000003k2JdAAI","","UCC-Chattel Paper","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Chattel Paper","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6uaAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6tvAAC","005bn000003k2JdAAI","","UCC-Accounts","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Accounts","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6uXAAS","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6twAAC","005bn000003k2JdAAI","","UCC-Equipment","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Equipment","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6ubAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6txAAC","005bn000003k2JdAAI","","UCC-General Intangibles","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","General Intangibles","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6ucAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6tyAAC","005bn000003k2JdAAI","","UCC-Farm Products","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Farm Products","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6udAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6tzAAC","005bn000003k2JdAAI","","UCC-Livestock","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Livestock","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6ueAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6u0AAC","005bn000003k2JdAAI","","UCC-Farm Equipment","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Farm Equipment","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6ufAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6u1AAC","005bn000003k2JdAAI","","UCC-Consumer Goods","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Consumer Goods","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6ugAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6u2AAC","005bn000003k2JdAAI","","UCC-Tort Claim","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Tort Claim","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6uhAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
